CMS Certification Number (CCN),Facility Name,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Measure Code,Measure Name,Score,Footnote,Measure Date Range,Cleaned Address,Latitude,Longitude
421546,PROMEDICA HOSPICE-CHARLESTON,"1470 TOBIAS GADSON BLVD, SUITE 203",,CHARLESTON,SC,29407,Charleston,(843) 766-7646,4,Care_Provided_Skilled_Nursing,Care Provided in Skilled Nursing Facility,0,14,01/01/2020-12/31/2020,1470 TOBIAS GADSON BLVD,32.80960987698599,-80.03000424081941
421546,PROMEDICA HOSPICE-CHARLESTON,"1470 TOBIAS GADSON BLVD, SUITE 203",,CHARLESTON,SC,29407,Charleston,(843) 766-7646,4,Care_Provided_Inpatient_Hospital,Care Provided in Inpatient Hospital Facility,0,14,01/01/2020-12/31/2020,1470 TOBIAS GADSON BLVD,32.80960987698599,-80.03000424081941
421546,PROMEDICA HOSPICE-CHARLESTON,"1470 TOBIAS GADSON BLVD, SUITE 203",,CHARLESTON,SC,29407,Charleston,(843) 766-7646,4,Care_Provided_Inpatient_Hospice,Care Provided in Inpatient Hospice Facility,0,14,01/01/2020-12/31/2020,1470 TOBIAS GADSON BLVD,32.80960987698599,-80.03000424081941
421546,PROMEDICA HOSPICE-CHARLESTON,"1470 TOBIAS GADSON BLVD, SUITE 203",,CHARLESTON,SC,29407,Charleston,(843) 766-7646,4,Care_Provided_other_locations,Care Provided in All other locations,1,,01/01/2020-12/31/2020,1470 TOBIAS GADSON BLVD,32.80960987698599,-80.03000424081941
421546,PROMEDICA HOSPICE-CHARLESTON,"1470 TOBIAS GADSON BLVD, SUITE 203",,CHARLESTON,SC,29407,Charleston,(843) 766-7646,4,Bene_MA_Pct,Hospice served at least 1 patient enrolled in Medicare Advantage during one year,Yes,,01/01/2020-12/31/2020,1470 TOBIAS GADSON BLVD,32.80960987698599,-80.03000424081941
421546,PROMEDICA HOSPICE-CHARLESTON,"1470 TOBIAS GADSON BLVD, SUITE 203",,CHARLESTON,SC,29407,Charleston,(843) 766-7646,4,Bene_Dual_Pct,Hospice served at least 1 patient with both Medicare and Medicaid coverage during one year,Yes,,01/01/2020-12/31/2020,1470 TOBIAS GADSON BLVD,32.80960987698599,-80.03000424081941
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_001_01_DENOMINATOR,,141,,07/01/2022-06/30/2023,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_001_01_OBSERVED,Hospice and Palliative Care Treatment Preferences,100.0,,07/01/2022-06/30/2023,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_002_01_DENOMINATOR,,141,,07/01/2022-06/30/2023,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_002_01_OBSERVED,Beliefs & Values Addressed (if desired by the patient),100.0,,07/01/2022-06/30/2023,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_003_01_DENOMINATOR,,141,,07/01/2022-06/30/2023,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_003_01_OBSERVED,Hospice and Palliative Care Pain Screening,100.0,,07/01/2022-06/30/2023,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_004_01_DENOMINATOR,,75,,07/01/2022-06/30/2023,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_004_01_OBSERVED,Hospice and Palliative Care Pain Assessment,100.0,,07/01/2022-06/30/2023,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_005_01_DENOMINATOR,,141,,07/01/2022-06/30/2023,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_005_01_OBSERVED,Hospice and Palliative Care Dyspnea Screening,100.0,,07/01/2022-06/30/2023,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_006_01_DENOMINATOR,,58,,07/01/2022-06/30/2023,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_006_01_OBSERVED,Hospice and Palliative Care Dyspnea Treatment,100.0,,07/01/2022-06/30/2023,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_007_01_DENOMINATOR,,17,,07/01/2022-06/30/2023,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_007_01_OBSERVED,Patient Treated with an Opioid Who Are Given a Bowel Regimen,Not Available,1,07/01/2022-06/30/2023,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_008_01_DENOMINATOR,,141,,07/01/2022-06/30/2023,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_008_01_OBSERVED,Hospice and Palliative Care Composite Process Measure,100.0,,07/01/2022-06/30/2023,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_011_01_DENOMINATOR,Hospice Visits in the Last Days of Life,59,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_011_01_OBSERVED,Hospice Visits in the Last Days of Life,37.3,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_00_OBSERVED,Hospice Care Index Overall Score,9.0,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_01_DENOMINATOR,CHC/GIP provided (% days),"24,714",,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_01_OBSERVED,CHC/GIP provided (% days),0.1,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_01_PERCENTILE,CHC/GIP provided (% days),64,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_02_DENOMINATOR,Gaps in nursing visits (% elections),153,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_02_OBSERVED,Gaps in nursing visits (% elections),72.5,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_02_PERCENTILE,Gaps in nursing visits (% elections),76,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_03_DENOMINATOR,Early live discharges (% live discharges),103,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_03_OBSERVED,Early live discharges (% live discharges),7.8,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_03_PERCENTILE,Early live discharges (% live discharges),62,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_04_DENOMINATOR,Late live discharges (% live discharges),103,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_04_OBSERVED,Late live discharges (% live discharges),21.4,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_04_PERCENTILE,Late live discharges (% live discharges),11,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_05_DENOMINATOR,"Burdensome transitions, Type 1(% live discharges)",103,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_05_OBSERVED,"Burdensome transitions, Type 1 (% live discharges)",2.9,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_05_PERCENTILE,"Burdensome transitions, Type 1 (% live discharges)",29,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_06_DENOMINATOR,"Burdensome transitions, Type 2(% live discharges)",103,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_06_OBSERVED,"Burdensome transitions, Type 2 (% live discharges)",0.0,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_06_PERCENTILE,"Burdensome transitions, Type 2 (% live discharges)",41,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_07_DENOMINATOR,Per-beneficiary spending (U.S. dollars $),199,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_07_OBSERVED,Per-beneficiary spending (U.S. dollars $),"17,891",,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_07_PERCENTILE,Per-beneficiary spending (U.S. dollars $),63,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_08_DENOMINATOR,Nurse care minutes per routine home care days (minutes),"24,538",,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_08_OBSERVED,Nurse care minutes per routine home care days (minutes),7.6,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_08_PERCENTILE,Nurse care minutes per routine home care days (minutes),6,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_09_DENOMINATOR,Skilled nursing minutes on weekends (% minutes),"187,440",,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_09_OBSERVED,Skilled nursing minutes on weekends (% minutes),6.3,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_09_PERCENTILE,Skilled nursing minutes on weekends (% minutes),30,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_10_DENOMINATOR,Visits near death (% decedents),66,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_10_OBSERVED,Visits near death (% decedents),90.9,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,H_012_10_PERCENTILE,Visits near death (% decedents),37,,01/01/2021-12/31/2022,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Average_Daily_Census,Average Daily Census,8.0,,01/01/2020-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Provided_Home_Care_and_other,Provided Routine Home Care and other levels of care,No,,01/01/2018-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Provided_Home_Care_only,Provided Routine Home Care only,Yes,,01/01/2018-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Pct_Pts_w_Cancer,Percent of Patients with Cancer,Not Available,13,01/01/2020-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Pct_Pts_w_Dementia,Percent of Patients with Dementia,Not Available,13,01/01/2020-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Pct_Pts_w_Stroke,Percent of Patients with Stroke,Not Available,13,01/01/2020-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Pct_Pts_w_Circ_Heart_Disease,Percent of Patients with Circulatory/heart disease,0,14,01/01/2020-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Pct_Pts_w_Resp_Disease,Percent of Patients with Respiratory disease,0,14,01/01/2020-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Pct_Pts_w_other_conditions,Percent of Patients with Other Conditions,0,14,01/01/2020-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Care_Provided_Home,Care Provided in Home,87,,01/01/2020-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Care_Provided_Assisted_Living,Care Provided in Assisted Living Facility,12,,01/01/2020-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Care_Provided_Nursing_Facility,Care Provided in Nursing Facility,0,14,01/01/2020-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Care_Provided_Skilled_Nursing,Care Provided in Skilled Nursing Facility,0,14,01/01/2020-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Care_Provided_Inpatient_Hospital,Care Provided in Inpatient Hospital Facility,0,14,01/01/2020-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Care_Provided_Inpatient_Hospice,Care Provided in Inpatient Hospice Facility,0,14,01/01/2020-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Care_Provided_other_locations,Care Provided in All other locations,1,,01/01/2020-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Bene_MA_Pct,Hospice served at least 1 patient enrolled in Medicare Advantage during one year,Yes,,01/01/2020-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
421597,HEART OF HOSPICE LOWCOUNTRY,57 HASSELL STREET,,CHARLESTON,SC,29410,Richland,(803) 758-4099,4,Bene_Dual_Pct,Hospice served at least 1 patient with both Medicare and Medicaid coverage during one year,Yes,,01/01/2020-12/31/2020,57 HASSELL STREET,51.1800848,0.9892528
